Security Id,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
WINDLAS,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
WHEELS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
WHIRLPOOL,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
WINDMACHIN,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
WIPRO,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
WOCKPHARMA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
XPROINDIA,Industrials,Capital Goods,Industrial Products,Packaging
YATHARTH,Healthcare,Healthcare,Healthcare Services,Hospital
YUKEN,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
ZAGGLE,Information Technology,Information Technology,IT - Services,IT Enabled Services
ZEEL,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
ZENTEC,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
ZENSARTECH,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
ZFCVINDIA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BLACKBUCK,Services,Services,Transport Services,Transport Related Services
ZODIACLOTH,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
ZODIAC,Industrials,Construction,Construction,Civil Construction
ZUARI,Commodities,Chemicals,Fertilizers & Agrochemicals,Fertilizers
ZUARIIND,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
WONDERLA,Consumer Discretionary,Consumer Services,Leisure Services,Amusement Parks/ Other Recreation
ZYDUSLIFE,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ZYDUSWELL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
WEL,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
ELLEN,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases
IGCL,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
GLOBECIVIL,Industrials,Construction,Construction,Civil Construction
STALLION,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases
BORANA,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
YASHO,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
THELEELA,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
PROSTARM,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
SCODATUBES,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
OSWALPUMPS,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
ARISINFRA,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
CRIZAC,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
TRAVELFOOD,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
ARISINFRA,Commodities,Construction Materials,Other Construction Materials,Other Construction Materials
ANTHEM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Biotechnology
EBGNG,Information Technology,Information Technology,IT - Hardware,Computers Hardware & Equipments
INDIQUBE,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
BRIGHOTEL,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
HDBFS,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SHANTIGOLD,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
CPPLUS,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
SAMBHV,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
MBEL,Industrials,Construction,Construction,Civil Construction
544467,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
HILINFRA,Services,Services,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
ALLTIME,Consumer Discretionary,Consumer Durables,Consumer Durables,Houseware
JSWCEMENT,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
BLUESTONE,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
REGAAL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
GEMAROMA,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
VIKRAMSOLR,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
PATELRMART,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
SHREEJISPG,Services,Services,Transport Services,Shipping
MEIL,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
AHCL,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
VIKRAN,Industrials,Construction,Construction,Civil Construction
LOTUSDEV,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
AMANTA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
LAXMIINDIA,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
CRAMC,Financial Services,Financial Services,Capital Markets,Asset Management Company
BELRISE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
LGEINDIA,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
MARKOLINES,Industrials,Construction,Construction,Civil Construction
TATACAP,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
WEWORK,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
SOLEX,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
GLOTTIS,Services,Services,Transport Services,Logistics Solution Provider
PACEDIGITK,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
RUBICON,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SYSTMTXC,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
TRUALT,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
JKIPL,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles","Dealers-Commercial Vehicles, Tractors, Construction Vehicles"
EPACKPEB,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
BMWVENTLTD,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
CANHLIFE,Financial Services,Financial Services,Insurance,Life Insurance
JAINREC,Commodities,Metals & Mining,Diversified Metals,Diversified Metals
FINKURVE,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
ARSSBL,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
JARO,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning
SOLARWORLD,Industrials,Construction,Construction,Civil Construction
GANESHCP,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
GKENERGY,Industrials,Construction,Construction,Civil Construction
RHETAN,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SAATVIKGL,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
IVALUE,Information Technology,Information Technology,IT - Services,IT Enabled Services
ABCOTS,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
VMSTMT,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
EUROPRATIK,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
MWL,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
TIGERLOGS,Services,Services,Transport Services,Logistics Solution Provider
DEVX,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
SHRINGARMS,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
URBANCO,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
SGMART,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Metals
MONEYBOXX,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
MIDWESTLTD,Consumer Discretionary,Consumer Durables,Consumer Durables,Granites & Marbles
VIDYAWIRES,Industrials,Capital Goods,Industrial Products,"Aluminium, Copper & Zinc Products"
AEQUS,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
MEESHO,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
SUDEEPPHRM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
EXCELSOFT,Information Technology,Information Technology,IT - Services,IT Enabled Services
CAPILLARY,Information Technology,Information Technology,IT - Software,Software Products
UTLSOLAR,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
TENNIND,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
EMMVEE,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
PWL,Consumer Discretionary,Consumer Services,Other Consumer Services,E-Learning
PINELABS,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
GROWW,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
LENSKART,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
STUDDS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
CORONA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ORKLAINDIA,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
WAKEFIT,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing"
NEPHROPLUS,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
ICICIAMC,Financial Services,Financial Services,Capital Markets,Asset Management Company
KSHINTL,Industrials,Capital Goods,Industrial Products,Cables - Electricals
GKSL,Healthcare,Healthcare,Healthcare Services,Hospital
ATLANTAELE,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
STYL,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
PARKHOSPS,Healthcare,Healthcare,Healthcare Services,Hospital
SHADOWFAX,Services,Services,Transport Services,Logistics Solution Provider
AYE,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
FRACTAL,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
CLEANMAX,Utilities,Power,Power,Power Generation
PNGSREVA,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
OMNI,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
AMAGI,Information Technology,Information Technology,IT - Services,IT Enabled Services
BHARATCOAL,Energy,"Oil, Gas & Consumable Fuels",Consumable Fuels,Coal
SEDEMAC,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
INNOVISION,Services,Services,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity"
